;CO(GT);PT08.S1(CO);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);T;RH;AH;Month;Hour
2236;2.7;1072.0;180.0;805.0;127.0;1683.0;25.3;24.6;0.7796;6;22
2237;1.3;936.0;108.0;990.0;97.0;1430.0;24.9;27.2;0.8429;6;23
2238;1.3;988.0;98.0;894.0;91.0;1543.0;23.5;32.2;0.922;6;0
2239;0.9;924.0;57.0;957.0;68.0;1453.0;23.5;32.7;0.9349;6;1
2240;0.6;839.0;36.0;1052.0;52.0;1368.0;24.1;32.0;0.9467;6;2
2241;0.5;826.0;246.8967349054159;1109.0;113.09125081011017;1349.0;22.6;34.8;0.9441;6;3
2242;0.5;853.0;45.0;1047.0;58.0;1414.0;20.8;40.2;0.9725;6;4
2243;0.9;918.0;87.0;936.0;78.0;1524.0;18.8;46.6;1.0027;6;5
2244;0.7;890.0;62.0;950.0;61.0;1489.0;19.8;46.0;1.0524;6;6
2245;0.6;865.0;65.0;996.0;64.0;1451.0;21.3;42.3;1.0625;6;7
2246;1.3;1003.0;125.0;850.0;81.0;1622.0;21.3;41.8;1.0449;6;8
2247;1.9;1123.0;157.0;746.0;92.0;1789.0;24.0;36.6;1.0772;6;9
2248;2.1;1146.0;171.0;746.0;101.0;1823.0;27.2;30.7;1.0884;6;1
2249;1.8;1110.0;119.0;820.0;96.0;1724.0;32.3;23.6;1.1271;6;11
2250;1.8;1126.0;110.0;849.0;101.0;1700.0;31.9;25.8;1.2023;6;12
2251;1.6;1067.0;95.0;860.0;91.0;1658.0;35.1;21.8;1.2093;6;13
2252;1.2;1008.0;58.0;937.0;68.0;1573.0;36.0;20.5;1.1995;6;14
2253;1.2;1062.0;69.0;892.0;76.0;1683.0;37.0;20.1;1.2423;6;15
2254;1.4;1082.0;76.0;869.0;84.0;1678.0;36.4;21.0;1.2515;6;16
2255;1.3;1042.0;63.0;901.0;76.0;1605.0;35.2;22.6;1.267;6;17
2256;1.1;1022.0;51.0;964.0;61.0;1599.0;32.5;27.6;1.3229;6;18
2257;1.1;1024.0;46.0;936.0;52.0;1601.0;29.1;35.1;1.3919;6;19
2258;1.1;1048.0;52.0;922.0;59.0;1618.0;26.9;39.7;1.3898;6;2
2259;1.8;1153.0;84.0;765.0;89.0;1806.0;26.1;42.2;1.4039;6;21
2260;2.3;1195.0;130.0;731.0;113.0;1860.0;25.5;43.8;1.4095;6;22
2261;2.6;1245.0;147.0;734.0;112.0;1870.0;24.9;45.6;1.4135;6;23
2262;2.0;1086.0;126.0;847.0;89.0;1729.0;25.2;45.2;1.4262;6;0
2263;1.0;972.0;47.0;955.0;53.0;1620.0;25.4;45.5;1.457;6;1
2264;0.6;880.0;24.0;1109.0;36.0;1500.0;26.2;43.6;1.4599;6;2
2265;0.6;906.0;246.8967349054159;1050.0;113.09125081011017;1561.0;24.3;48.2;1.4476;6;3
2266;0.5;879.0;25.0;1121.0;39.0;1511.0;24.4;48.3;1.4499;6;4
2267;0.4;842.0;21.0;1237.0;33.0;1444.0;23.3;51.0;1.4346;6;5
2268;0.4;797.0;25.0;1466.0;37.0;1347.0;21.6;48.1;1.2259;6;6
2269;0.4;796.0;25.0;1534.0;36.0;1322.0;21.4;47.8;1.2005;6;7
2270;0.4;767.0;30.0;1526.0;42.0;1287.0;20.5;46.8;1.1152;6;8
2271;0.5;784.0;42.0;1460.0;52.0;1286.0;20.8;40.7;0.9882;6;9
2272;0.6;811.0;52.0;1315.0;60.0;1307.0;22.3;35.3;0.9371;6;1
2273;0.7;838.0;62.0;1292.0;74.0;1325.0;21.7;38.3;0.9842;6;11
2274;0.7;821.0;67.0;1295.0;65.0;1302.0;24.4;29.6;0.8921;6;12
2275;0.6;793.0;47.0;1380.0;52.0;1303.0;23.4;34.9;0.991;6;13
2276;0.5;794.0;35.0;1426.0;40.0;1306.0;23.5;35.2;1.0019;6;14
2277;0.6;821.0;45.0;1309.0;49.0;1350.0;22.4;39.0;1.04;6;15
2278;0.8;849.0;53.0;1274.0;56.0;1379.0;22.0;41.7;1.0865;6;16
2279;0.8;852.0;57.0;1246.0;59.0;1387.0;21.7;42.7;1.0949;6;17
2280;1.0;847.0;71.0;1245.0;68.0;1364.0;20.7;43.4;1.047;6;18
2281;1.0;849.0;67.0;1215.0;72.0;1378.0;20.3;42.6;1.0045;6;19
2282;1.0;865.0;75.0;1191.0;78.0;1388.0;20.3;44.1;1.0392;6;2
2283;0.9;848.0;65.0;1180.0;71.0;1403.0;20.1;45.2;1.0538;6;21
2284;0.7;807.0;45.0;1340.0;54.0;1337.0;19.8;45.7;1.0424;6;22
2285;0.8;814.0;46.0;1305.0;57.0;1351.0;19.6;45.3;1.0244;6;23
2286;0.7;785.0;33.0;1377.0;45.0;1311.0;19.4;45.9;1.0242;6;0
2287;0.5;748.0;19.0;1580.0;30.0;1261.0;19.7;44.8;1.0172;6;1
2288;0.3;716.0;9.0;1795.0;16.0;1235.0;19.5;46.3;1.0363;6;2
2289;0.3;708.0;246.8967349054159;1941.0;113.09125081011017;1227.0;19.0;49.0;1.063;6;3
2290;2.1527495439145166;724.0;12.0;1917.0;18.0;1256.0;19.1;50.7;1.109;6;4
2291;0.3;748.0;21.0;1703.0;28.0;1301.0;19.1;52.7;1.1545;6;5
2292;0.7;888.0;66.0;1196.0;62.0;1483.0;20.3;49.3;1.1596;6;6
2293;1.5;973.0;137.0;941.0;92.0;1584.0;21.1;46.2;1.1389;6;7
2294;1.8;993.0;151.0;886.0;96.0;1665.0;21.5;44.5;1.129;6;8
2295;1.4;929.0;115.0;992.0;87.0;1561.0;22.4;43.6;1.1637;6;9
2296;1.5;962.0;118.0;941.0;84.0;1613.0;24.8;39.1;1.2039;6;1
2297;1.2;906.0;95.0;1026.0;73.0;1538.0;23.9;42.1;1.2335;6;11
2298;1.2;915.0;86.0;1029.0;72.0;1544.0;25.5;38.3;1.2328;6;12
2299;1.3;928.0;85.0;1012.0;68.0;1585.0;25.4;39.2;1.2534;6;13
2300;1.0;855.0;66.0;1134.0;62.0;1449.0;25.6;37.0;1.2006;6;14
2301;1.4;920.0;74.0;1046.0;70.0;1550.0;24.5;38.4;1.1669;6;15
2302;1.6;917.0;108.0;985.0;83.0;1563.0;23.9;39.9;1.1639;6;16
2303;2.7;1072.0;150.0;812.0;92.0;1820.0;24.2;39.2;1.1665;6;17
2304;2.3;1000.0;157.0;846.0;103.0;1726.0;23.5;41.2;1.1759;6;18
2305;1.5;914.0;93.0;972.0;82.0;1583.0;22.3;44.9;1.1973;6;19
2306;1.4;888.0;76.0;1023.0;74.0;1531.0;21.7;46.5;1.1917;6;2
2307;1.0;851.0;57.0;1134.0;67.0;1471.0;22.0;44.9;1.1699;6;21
2308;1.1;870.0;64.0;1096.0;74.0;1487.0;22.2;44.1;1.1654;6;22
2309;1.2;883.0;59.0;1062.0;72.0;1514.0;21.8;45.6;1.1763;6;23
2310;1.2;886.0;68.0;1055.0;79.0;1532.0;21.6;46.0;1.1742;6;0
2311;0.7;792.0;31.0;1249.0;43.0;1400.0;21.6;45.8;1.1715;6;1
2312;0.5;754.0;21.0;1490.0;33.0;1335.0;20.7;48.3;1.168;6;2
2313;0.4;732.0;246.8967349054159;1525.0;113.09125081011017;1321.0;21.0;47.1;1.1546;6;3
2314;0.4;770.0;24.0;1326.0;38.0;1392.0;20.8;48.5;1.18;6;4
2315;0.5;797.0;38.0;1097.0;51.0;1450.0;20.8;49.4;1.1994;6;5
2316;1.0;915.0;92.0;897.0;69.0;1651.0;19.9;51.8;1.1911;6;6
2317;4.4;1287.0;311.0;610.0;116.0;2319.0;20.9;49.3;1.2049;6;7
2318;4.0;1195.0;260.0;609.0;119.0;2244.0;23.7;39.9;1.1508;6;8
2319;2.4;1003.0;181.0;823.0;96.0;1710.0;25.3;35.8;1.1421;6;9
2320;2.1;1037.0;177.0;838.0;109.0;1763.0;28.8;29.1;1.1349;6;1
2321;2.7;1114.0;180.0;747.0;115.0;1928.0;30.3;26.9;1.1399;6;11
2322;2.8;1085.0;174.0;767.0;118.0;1863.0;32.8;23.3;1.138;6;12
2323;2.3;1024.0;140.0;824.0;118.0;1745.0;33.9;21.4;1.1135;6;13
2324;2.0;1017.0;122.0;859.0;112.0;1698.0;35.3;19.6;1.1036;6;14
2325;2.6;1053.0;189.0;785.0;140.0;1808.0;34.0;20.8;1.0898;6;15
2326;2.7;1065.0;169.0;766.0;137.0;1852.0;35.3;18.8;1.0572;6;16
2327;3.1;1136.0;172.0;722.0;143.0;1940.0;32.6;24.1;1.1688;6;17
2328;3.1;1100.0;154.0;732.0;148.0;1856.0;30.8;28.7;1.2507;6;18
2329;3.6;1143.0;192.0;673.0;158.0;2001.0;28.7;31.2;1.2099;6;19
2330;2.9;1083.0;160.0;742.0;127.0;1884.0;26.8;35.1;1.2201;6;2
2331;2.2;1009.0;110.0;806.0;109.0;1763.0;25.3;39.4;1.2524;6;21
2332;2.0;969.0;97.0;853.0;101.0;1680.0;23.9;40.9;1.1966;6;22
2333;2.1;1029.0;124.0;816.0;114.0;1728.0;23.0;44.4;1.2354;6;23
2334;1.9;1064.0;108.0;812.0;104.0;1770.0;22.2;53.9;1.4237;6;0
2335;1.4;986.0;61.0;865.0;81.0;1645.0;20.9;59.8;1.4659;6;1
2336;0.8;872.0;34.0;1034.0;51.0;1522.0;21.3;58.1;1.457;6;2
2337;0.6;840.0;246.8967349054159;1124.0;113.09125081011017;1489.0;20.8;58.4;1.4189;6;3
2338;0.6;812.0;24.0;1134.0;40.0;1471.0;20.3;58.9;1.3878;6;4
2339;0.5;810.0;27.0;1163.0;34.0;1462.0;21.3;54.5;1.3682;6;5
2340;1.0;936.0;70.0;882.0;61.0;1640.0;20.6;57.4;1.3753;6;6
2341;2.7;1244.0;176.0;640.0;95.0;2084.0;21.3;56.9;1.4226;6;7
2342;5.0;1440.0;310.0;517.0;142.0;2530.0;22.9;52.4;1.4442;6;8
2343;3.3;1180.0;221.0;713.0;128.0;1929.0;24.1;46.5;1.3802;6;9
2344;2.4;1126.0;168.0;765.0;115.0;1879.0;27.1;38.8;1.3705;6;1
2345;1.7;1005.0;109.0;881.0;84.0;1670.0;28.4;34.4;1.314;6;11
2346;1.7;1032.0;102.0;862.0;85.0;1703.0;30.1;30.9;1.2958;6;12
2347;2.4;1087.0;129.0;755.0;110.0;1839.0;32.7;25.8;1.2547;6;13
2348;2.2;1090.0;117.0;756.0;107.0;1811.0;32.4;25.7;1.2271;6;14
2349;2.2;1072.0;112.0;802.0;107.0;1748.0;33.6;24.4;1.2472;6;15
2350;2.3;1101.0;122.0;797.0;113.0;1772.0;33.0;26.0;1.2877;6;16
2351;2.6;1111.0;114.0;787.0;107.0;1802.0;33.2;23.7;1.1855;6;17
2352;2.3;1048.0;111.0;807.0;106.0;1737.0;31.3;25.4;1.1415;6;18
2353;3.3;1197.0;158.0;698.0;125.0;1986.0;28.3;31.7;1.1968;6;19
2354;3.5;1173.0;202.0;695.0;139.0;1930.0;26.5;35.0;1.1981;6;2
2355;2.5;1075.0;166.0;764.0;117.0;1798.0;24.4;40.0;1.2079;6;21
2356;2.5;1067.0;143.0;745.0;107.0;1840.0;23.3;43.4;1.2251;6;22
2357;2.4;1060.0;122.0;742.0;98.0;1838.0;22.5;45.3;1.2226;6;23
2358;2.5;1081.0;113.0;749.0;97.0;1854.0;21.8;47.8;1.2325;6;0
2359;2.1;1017.0;109.0;822.0;95.0;1722.0;20.9;51.0;1.2446;6;1
2360;1.0;836.0;53.0;1035.0;68.0;1501.0;20.8;51.7;1.2572;6;2
2361;0.8;831.0;246.8967349054159;1038.0;113.09125081011017;1522.0;19.3;57.1;1.2661;6;3
2362;2.1527495439145166;804.0;32.0;1102.0;51.0;1479.0;18.8;58.6;1.2581;6;4
2363;0.5;798.0;35.0;1092.0;44.0;1473.0;20.2;53.8;1.2569;6;5
2364;1.3;966.0;123.0;812.0;77.0;1735.0;18.3;60.8;1.2635;6;6
2365;3.6;1277.0;254.0;611.0;100.0;2241.0;20.2;54.5;1.2777;6;7
2366;4.8;1335.0;300.0;562.0;125.0;2385.0;21.9;49.9;1.2957;6;8
2367;3.7;1297.0;281.0;588.0;154.0;2128.0;25.2;43.0;1.3548;6;9
2368;1.9;1041.0;169.0;837.0;125.0;1705.0;28.0;36.6;1.3603;6;1
2369;1.7;1027.0;152.0;867.0;117.0;1696.0;27.1;38.3;1.3548;6;11
2370;1.9;1037.0;127.0;841.0;105.0;1728.0;27.4;37.0;1.3319;6;12
2371;1.8;1014.0;118.0;865.0;103.0;1697.0;29.4;32.9;1.3244;6;13
2372;1.7;1007.0;120.0;866.0;106.0;1682.0;31.3;28.7;1.2885;6;14
2373;1.8;998.0;125.0;881.0;107.0;1657.0;31.5;28.7;1.3058;6;15
2374;1.7;1014.0;117.0;878.0;102.0;1684.0;30.9;30.3;1.3306;6;16
2375;2.8;1157.0;166.0;738.0;124.0;1936.0;31.4;30.3;1.3689;6;17
2376;3.6;1225.0;180.0;683.0;133.0;2082.0;30.7;31.4;1.3686;6;18
2377;3.3;1131.0;172.0;726.0;125.0;1907.0;29.0;33.4;1.3169;6;19
2378;2.9;1111.0;160.0;754.0;124.0;1883.0;27.3;37.5;1.342;6;2
2379;1.7;976.0;103.0;878.0;97.0;1675.0;25.8;40.9;1.3389;6;21
2380;1.7;1016.0;87.0;868.0;94.0;1724.0;25.2;43.0;1.358;6;22
2381;2.8;1177.0;147.0;684.0;120.0;1983.0;24.6;45.8;1.394;6;23
2382;1.8;1013.0;120.0;791.0;105.0;1751.0;24.0;47.3;1.3914;6;0
2383;1.0;886.0;63.0;936.0;81.0;1592.0;23.5;48.3;1.3777;6;1
2384;0.5;791.0;30.0;1140.0;43.0;1467.0;24.0;45.8;1.3467;6;2
2385;0.4;762.0;246.8967349054159;1214.0;113.09125081011017;1431.0;22.2;50.7;1.3405;6;3
2386;0.3;740.0;19.0;1259.0;32.0;1404.0;22.8;48.1;1.3184;6;4
2387;0.4;775.0;27.0;1178.0;36.0;1437.0;21.9;50.1;1.3002;6;5
2388;0.8;872.0;65.0;947.0;59.0;1598.0;20.4;54.1;1.28;6;6
2389;2.2;1123.0;169.0;711.0;92.0;1922.0;20.8;52.6;1.2758;6;7
2390;4.4;1306.0;244.0;535.0;121.0;2450.0;22.8;47.9;1.3156;6;8
2391;3.7;1237.0;274.0;605.0;151.0;2157.0;25.2;42.9;1.3552;6;9
2392;2.5;1143.0;202.0;701.0;142.0;1917.0;29.3;34.8;1.397;6;1
2393;2.5;1170.0;186.0;703.0;141.0;1949.0;33.3;27.8;1.4013;6;11
2394;2.3;1116.0;153.0;739.0;129.0;1856.0;34.9;24.9;1.363;6;12
2395;2.0;1054.0;112.0;785.0;106.0;1766.0;36.1;22.7;1.3324;6;13
2396;2.0;1083.0;117.0;765.0;125.0;1810.0;37.6;21.1;1.3478;6;14
2397;2.1;1078.0;109.0;782.0;126.0;1780.0;37.3;21.9;1.3761;6;15
2398;2.4;1104.0;133.0;747.0;147.0;1840.0;37.2;21.6;1.3514;6;16
2399;3.1;1170.0;185.0;693.0;180.0;1956.0;35.6;23.4;1.341;6;17
2400;2.9;1091.0;167.0;738.0;164.0;1834.0;33.1;24.3;1.2087;6;18
2401;3.5;1216.0;218.0;673.0;180.0;2043.0;30.5;29.5;1.2635;6;19
2402;2.9;1125.0;171.0;719.0;153.0;1921.0;28.7;35.8;1.3834;6;2
2403;1.5;971.0;78.0;916.0;105.0;1635.0;26.6;42.2;1.4452;6;21
2404;1.7;1062.0;84.0;816.0;98.0;1796.0;25.2;46.6;1.4733;6;22
2405;2.2;1140.0;110.0;714.0;107.0;1892.0;24.7;47.7;1.4649;6;23
2406;1.6;1038.0;87.0;802.0;87.0;1731.0;24.4;47.4;1.4301;6;0
2407;1.0;935.0;58.0;909.0;80.0;1604.0;23.3;49.9;1.4135;6;1
2408;0.6;861.0;39.0;1043.0;62.0;1528.0;23.8;47.3;1.3783;6;2
2409;0.6;839.0;246.8967349054159;1062.0;113.09125081011017;1478.0;22.9;50.2;1.3808;6;3
2410;0.6;850.0;38.0;1021.0;54.0;1511.0;21.2;55.0;1.3689;6;4
2411;0.5;817.0;41.0;1109.0;56.0;1472.0;21.7;52.6;1.35;6;5
2412;0.5;825.0;47.0;1079.0;62.0;1475.0;22.8;48.9;1.3424;6;6
2413;0.9;921.0;72.0;943.0;72.0;1595.0;23.5;47.6;1.3611;6;7
2414;1.4;1031.0;100.0;806.0;86.0;1697.0;24.6;44.9;1.3661;6;8
2415;1.6;1092.0;104.0;801.0;99.0;1774.0;27.0;39.9;1.402;6;9
2416;1.6;1095.0;109.0;843.0;98.0;1736.0;29.3;35.9;1.4411;6;1
2417;1.7;1097.0;103.0;822.0;102.0;1743.0;31.2;32.4;1.4517;6;11
2418;1.7;1101.0;75.0;819.0;84.0;1714.0;34.4;26.6;1.423;6;12
2419;1.5;1060.0;72.0;833.0;83.0;1718.0;36.1;22.1;1.3004;6;13
2420;1.2;1099.8331664998332;56.0;835.4936047158269;68.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;14
2421;1.2;1099.8331664998332;51.0;835.4936047158269;63.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;15
2422;1.1;1099.8331664998332;52.0;835.4936047158269;65.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;16
2423;1.0;1099.8331664998332;46.0;835.4936047158269;63.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;17
2424;1.1;1099.8331664998332;44.0;835.4936047158269;56.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;18
2425;1.6;1099.8331664998332;72.0;835.4936047158269;77.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;19
2426;1.7;1099.8331664998332;88.0;835.4936047158269;91.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;2
2427;1.4;1099.8331664998332;56.0;835.4936047158269;70.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;21
2428;1.7;1099.8331664998332;82.0;835.4936047158269;95.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;22
2429;2.4;1099.8331664998332;125.0;835.4936047158269;113.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;23
2430;2.3;1099.8331664998332;144.0;835.4936047158269;109.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;0
2431;1.2;1099.8331664998332;54.0;835.4936047158269;65.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;1
2432;1.0;1099.8331664998332;48.0;835.4936047158269;60.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;2
2433;1.4;1099.8331664998332;246.8967349054159;835.4936047158269;113.09125081011017;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;3
2434;2.1527495439145166;1099.8331664998332;41.0;835.4936047158269;62.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;4
2435;1.0;1099.8331664998332;40.0;835.4936047158269;60.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;5
2436;0.9;1099.8331664998332;48.0;835.4936047158269;65.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;6
2437;0.8;1099.8331664998332;44.0;835.4936047158269;55.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;7
2438;1.0;1099.8331664998332;59.0;835.4936047158269;66.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;8
2439;1.2;1099.8331664998332;59.0;835.4936047158269;67.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;9
2440;1.2;1099.8331664998332;53.0;835.4936047158269;64.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;1
2441;1.0;1099.8331664998332;42.0;835.4936047158269;59.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;11
2442;1.0;1099.8331664998332;43.0;835.4936047158269;59.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;12
2443;0.6;1099.8331664998332;23.0;835.4936047158269;36.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;13
2444;0.7;1099.8331664998332;22.0;835.4936047158269;35.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;14
2445;0.8;1099.8331664998332;37.0;835.4936047158269;54.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;15
2446;1.1;1099.8331664998332;53.0;835.4936047158269;71.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;16
2447;1.4;1099.8331664998332;68.0;835.4936047158269;86.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;17
2448;2.8;1099.8331664998332;125.0;835.4936047158269;114.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;18
2449;2.5;1099.8331664998332;96.0;835.4936047158269;105.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;19
2450;1.6;1099.8331664998332;75.0;835.4936047158269;87.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;2
2451;1.4;1099.8331664998332;74.0;835.4936047158269;85.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;21
2452;2.3;1099.8331664998332;92.0;835.4936047158269;91.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;22
2453;4.2;1099.8331664998332;136.0;835.4936047158269;108.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;23
2454;3.0;1099.8331664998332;119.0;835.4936047158269;99.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;0
2455;2.2;1099.8331664998332;76.0;835.4936047158269;83.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;1
2456;0.6;1099.8331664998332;21.0;835.4936047158269;36.0;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;2
2457;0.3;1099.8331664998332;246.8967349054159;835.4936047158269;113.09125081011017;1456.2645979312647;18.31782894005116;49.234200867534206;1.0255302747191635;6;3
2458;0.3;732.0;15.0;1353.0;24.0;1367.0;18.9;55.2;1.1895;6;4
2459;0.5;809.0;52.0;1108.0;43.0;1463.0;18.2;57.6;1.193;6;5
2460;1.3;934.0;85.0;857.0;64.0;1639.0;18.6;56.0;1.1865;6;6
2461;2.5;1132.0;177.0;691.0;91.0;1910.0;20.8;48.0;1.1702;6;7
2462;3.7;1221.0;232.0;626.0;109.0;2138.0;23.3;38.6;1.0919;6;8
2463;2.5;1024.0;201.0;770.0;110.0;1753.0;25.1;32.4;1.017;6;9
2464;1.8;938.0;134.0;862.0;111.0;1597.0;27.8;25.8;0.9473;6;1
2465;1.5;869.0;104.0;965.0;106.0;1480.0;29.6;21.0;0.8548;6;11
2466;1.5;846.0;89.0;947.0;104.0;1467.0;30.2;18.0;0.7613;6;12
2467;1.2;838.0;66.0;1005.0;76.0;1454.0;30.1;18.5;0.7747;6;13
2468;1.4;875.0;85.0;978.0;84.0;1504.0;29.5;19.4;0.7872;6;14
2469;1.6;907.0;105.0;920.0;102.0;1564.0;31.1;18.2;0.8079;6;15
2470;1.6;889.0;99.0;920.0;102.0;1492.0;30.3;19.0;0.8103;6;16
2471;2.2;969.0;132.0;834.0;124.0;1645.0;30.1;19.3;0.8083;6;17
2472;3.0;1051.0;186.0;760.0;147.0;1787.0;28.6;22.3;0.859;6;18
2473;3.0;1043.0;174.0;736.0;138.0;1813.0;26.1;28.3;0.9407;6;19
2474;2.7;1043.0;149.0;736.0;126.0;1793.0;24.5;35.7;1.0807;6;2
2475;2.1;1007.0;114.0;798.0;112.0;1737.0;23.1;41.5;1.1582;6;21
2476;1.6;966.0;92.0;838.0;95.0;1686.0;21.8;46.3;1.1913;6;22
2477;1.3;920.0;75.0;915.0;80.0;1594.0;20.9;48.9;1.1945;6;23
2478;1.1;889.0;74.0;956.0;79.0;1570.0;20.5;49.9;1.1903;6;0
2479;0.7;825.0;35.0;1062.0;49.0;1462.0;20.0;50.9;1.1794;6;1
2480;0.4;758.0;22.0;1215.0;36.0;1374.0;22.1;44.3;1.1665;6;2
2481;0.2;735.0;246.8967349054159;1338.0;113.09125081011017;1350.0;21.0;47.5;1.1666;6;3
2482;0.2;719.0;24.0;1385.0;40.0;1343.0;19.8;50.3;1.1444;6;4
2483;0.3;757.0;30.0;1236.0;37.0;1381.0;19.0;52.8;1.1489;6;5
2484;0.9;890.0;93.0;922.0;67.0;1594.0;17.8;56.5;1.1375;6;6
2485;3.1;1181.0;332.0;632.0;106.0;2002.0;18.2;55.8;1.1529;6;7
2486;5.0;1332.0;387.0;523.0;134.0;2394.0;20.6;47.7;1.1448;6;8
2487;2.8;1128.0;267.0;717.0;123.0;1832.0;22.8;41.9;1.1496;6;9
2488;2.8;1128.0;269.0;725.0;136.0;1856.0;27.1;31.7;1.1147;6;1
2489;2.1;1064.0;193.0;766.0;109.0;1766.0;30.4;26.4;1.131;6;11
2490;3.1;1139.0;239.0;702.0;144.0;1940.0;31.1;26.2;1.1647;6;12
2491;3.0;1121.0;232.0;707.0;154.0;1912.0;31.4;25.3;1.1444;6;13
2492;2.1;1032.0;152.0;776.0;126.0;1772.0;30.8;26.7;1.168;6;14
2493;1.7;1040.0;115.0;826.0;98.0;1747.0;31.8;25.6;1.1868;6;15
2494;2.2;1076.0;169.0;762.0;120.0;1782.0;33.5;22.9;1.1649;6;16
2495;3.5;1177.0;226.0;656.0;145.0;2011.0;33.1;23.5;1.1673;6;17
2496;3.6;1196.0;218.0;654.0;139.0;2017.0;31.7;25.9;1.1883;6;18
2497;4.1;1204.0;245.0;623.0;148.0;2085.0;29.0;30.4;1.2013;6;19
2498;4.0;1166.0;236.0;646.0;139.0;2016.0;27.4;33.6;1.2095;6;2
2499;1.8;959.0;104.0;857.0;93.0;1640.0;25.2;36.4;1.1528;6;21
2500;1.7;1004.0;104.0;813.0;96.0;1726.0;24.0;39.6;1.1662;6;22
2501;2.4;1050.0;144.0;729.0;104.0;1807.0;23.8;39.6;1.1558;6;23
2502;1.2;965.0;79.0;864.0;83.0;1631.0;22.9;43.6;1.1974;6;0
2503;0.8;849.0;51.0;1004.0;66.0;1496.0;22.8;43.9;1.202;6;1
2504;0.5;809.0;38.0;1093.0;55.0;1455.0;21.8;47.3;1.2189;6;2
2505;0.3;777.0;246.8967349054159;1170.0;113.09125081011017;1405.0;21.7;47.3;1.2135;6;3
2506;2.1527495439145166;768.0;24.0;1183.0;37.0;1402.0;20.8;50.3;1.2207;6;4
2507;0.4;768.0;30.0;1155.0;40.0;1396.0;21.7;46.8;1.2031;6;5
2508;1.0;917.0;73.0;934.0;51.0;1656.0;20.3;52.3;1.2367;6;6
2509;3.8;1252.0;305.0;579.0;117.0;2210.0;20.5;52.3;1.245;6;7
2510;3.2;1224.0;295.0;605.0;110.0;2046.0;21.7;49.6;1.2673;6;8
2511;3.5;1277.0;331.0;608.0;136.0;2090.0;24.0;43.1;1.2677;6;9
2512;3.2;1149.0;304.0;672.0;152.0;1944.0;28.5;31.7;1.2144;6;1
2513;2.3;1091.0;210.0;746.0;119.0;1790.0;32.2;25.1;1.189;6;11
2514;2.2;1053.0;163.0;763.0;106.0;1762.0;34.9;20.5;1.1279;6;12
2515;2.1;1023.0;132.0;796.0;101.0;1711.0;35.4;19.9;1.1222;6;13
2516;1.9;1085.0;126.0;767.0;110.0;1786.0;34.4;22.5;1.205;6;14
2517;2.4;1116.0;150.0;724.0;124.0;1854.0;34.8;22.8;1.2488;6;15
